0.047242164611816406,
0.03268766403198242,
0.015727758407592773,
0.015727758407592773,
0.04382467269897461,
0.015733003616333008,
0.016598224639892578,
0.0038933753967285156,
0.0011959075927734375,
0.08209395408630371,
0.16320037841796875,
0.16712570190429688,
0.14174628257751465,
0.11762213706970215,
0.1109154224395752,
0.10792660713195801,
0.10035204887390137,
0.11072254180908203,
0.1263415813446045,
0.14612221717834473,
0.13517498970031738,
0.13506817817687988,
0.13702130317687988,
0.1162416934967041,
0.11065411567687988,
0.12480306625366211,
0.11154365539550781,
0.09473013877868652,
0.07917237281799316,
0.06340742111206055,
0.0474095344543457,
0.0319828987121582,
0.005938291549682617,
0.2026209831237793,
0.1732034683227539,
0.15345168113708496,
0.15771770477294922,
0.15771770477294922,
0.127089262008667,
0.0,
0.01561117172241211,
0.11067533493041992,
0.11497116088867188,
0.11497116088867188,
0.08694839477539062,
0.06847381591796875,
0.047641754150390625,
0.03143954277038574,
0.02110743522644043,
0.10464596748352051,
0.11023259162902832,
0.19111394882202148,
0.19663524627685547,
0.1742703914642334,
0.17275738716125488,
0.14229512214660645,
0.1251084804534912,
0.10973930358886719,
0.09425163269042969,
0.0939035415649414,
0.11008286476135254,
0.11059427261352539,
0.11059427261352539,
0.07862138748168945,
0.06338787078857422,
0.0476834774017334,
0.03638601303100586,
0.06321310997009277,
0.04769277572631836,
0.04751849174499512,
0.021422863006591797,
0.016768455505371094,
0.011739969253540039,
0.19433116912841797,
0.17267966270446777,
0.19381308555603027,
0.19465327262878418,
0.19465327262878418,
0.01563239097595215,
0.015610933303833008,
0.0,
0.0,
0.0,
0.0007028579711914062,
0.18944787979125977,
0.17430710792541504,
0.016277313232421875,
0.016838550567626953,
0.0,
0.0,
0.0,
0.02686166763305664,
0.009902238845825195,
0.005071401596069336,
0.011580467224121094,
0.0065724849700927734,
0.002066373825073242,
0.0,
Average: 0.0806524920463562
